"","Age","Year","Female","Male","Total"
"2161",37,2010,1037058,992935,2029993
"2162",37,2011,1029320,983333,2012653
"2163",37,2012,1058233,1010768,2069001
"2164",37,2013,1102669,1045638,2148307
"2165",37,2014,1087003,1038506,2125509
"2166",37,2015,1076185,1026842,2103027
"2167",38,1959,729687,464355,1194042
"2168",38,1960,696727.19,444329.53,1141056.72
"2169",38,1961,851506.48,506587.33,1358093.81
"2170",38,1962,995754.65,614735.8,1610490.45
"2171",38,1963,1086033,716007.92,1802040.92
"2172",38,1964,1108735.75,803549.9,1912285.65
"2173",38,1965,1216080.87,996895.19,2212976.06
"2174",38,1966,1180333.58,1095879.75,2276213.33
"2175",38,1967,1305038.54,1186271.17,2491309.71
"2176",38,1968,1190142.11,1120352.59,2310494.7
"2177",38,1969,1160265.35,1117813.28,2278078.63
"2178",38,1970,973414,958157,1931571
"2179",38,1971,988320,929244,1917564
"2180",38,1972,813897,782567,1596464
"2181",38,1973,809918,780399,1590317
"2182",38,1974,967415,935060,1902475
"2183",38,1975,1105164,1054230,2159394
"2184",38,1976,1273811,1220312,2494123
"2185",38,1977,1272085,1207853,2479938
"2186",38,1978,1254636,1163287,2417923
"2187",38,1979,1058902,1017754,2076656
"2188",38,1980,1013623,959375,1972998
"2189",38,1981,604958,565786,1170744
"2190",38,1982,408535,398329,806864
"2191",38,1983,443830,438004,881834
"2192",38,1984,555556,544689,1100245
"2193",38,1985,913437,897319,1810756
"2194",38,1986,989358,974105,1963463
"2195",38,1987,1000233,984025,1984258
"2196",38,1988,1195946,1178741,2374687
"2197",38,1989,1133055,1123917,2256972
"2198",38,1990,1168704,1161587,2330291
"2199",38,1991,1206213,1190840,2397053
"2200",38,1992,1174024,1161031,2335055
"2201",38,1993,1276345.5,1253613.5,2529959
"2202",38,1994,1253102,1234939,2488041
"2203",38,1995,1250746,1229319,2480065
"2204",38,1996,1285165,1263105,2548270
"2205",38,1997,1299362,1265328,2564690
"2206",38,1998,1296833,1266752,2563585
"2207",38,1999,1338109,1312836,2650945
"2208",38,2000,1269434,1240889,2510323
"2209",38,2001,1229010,1191139,2420149
"2210",38,2002,1139987,1108855,2248842
"2211",38,2003,1059070,1016809.5,2075879.5
"2212",38,2004,1007299,971364,1978663
"2213",38,2005,972118,930943,1903061
"2214",38,2006,928096,891298,1819394
"2215",38,2007,930576,893788,1824364
"2216",38,2008,939408,901523,1840931
"2217",38,2009,1031648,1000689,2032337
"2218",38,2010,997126,959745,1956871
"2219",38,2011,1034994,985945,2020939
"2220",38,2012,1029107,979977,2009084
"2221",38,2013,1057907,1006620,2064527
"2222",38,2014,1102395,1041168,2143563
"2223",38,2015,1086397,1033174,2119571
"2224",39,1959,648550,414993,1063543
"2225",39,1960,721714.3,458177.31,1179891.61
"2226",39,1961,695133.1,442416.91,1137550.01
"2227",39,1962,848932.74,502475.24,1351407.98
"2228",39,1963,990796.88,609172.49,1599969.37
"2229",39,1964,1085715.8,712258.82,1797974.62
"2230",39,1965,1106297.12,797444.74,1903741.86
"2231",39,1966,1207072.94,985656.92,2192729.86
"2232",39,1967,1183912.23,1093986.28,2277898.51
"2233",39,1968,1291795.88,1170292.85,2462088.73
"2234",39,1969,1192334.25,1117127.5,2309461.75
"2235",39,1970,1152144,1105031,2257175
"2236",39,1971,968443,946811,1915254
"2237",39,1972,985654,921838,1907492
"2238",39,1973,812529,776878,1589407
"2239",39,1974,808648,774933,1583581
"2240",39,1975,965932,929310,1895242
"2241",39,1976,1103567,1046963,2150530
"2242",39,1977,1271080,1212370,2483450
"2243",39,1978,1268719,1198164,2466883
"2244",39,1979,1253508,1153986,2407494
"2245",39,1980,1057735,1010128,2067863
"2246",39,1981,1010824,952382,1963206
"2247",39,1982,607463,566003,1173466
"2248",39,1983,407566,395783,803349
"2249",39,1984,440612,432528,873140
"2250",39,1985,553788,540277,1094065
"2251",39,1986,909779,888886,1798665
"2252",39,1987,986416,968277,1954693
"2253",39,1988,997866,979541,1977407
"2254",39,1989,1195832,1175284,2371116
"2255",39,1990,1131881,1118911,2250792
"2256",39,1991,1168832,1155912,2324744
"2257",39,1992,1205401,1184206,2389607
"2258",39,1993,1168214.5,1148279.5,2316494
"2259",39,1994,1271462,1240237,2511699
"2260",39,1995,1255951,1229609,2485560
"2261",39,1996,1252616,1219375,2471991
"2262",39,1997,1285797,1254329,2540126
"2263",39,1998,1298624,1256644,2555268
"2264",39,1999,1296975,1257846,2554821
"2265",39,2000,1338814,1306155,2644969
"2266",39,2001,1270158,1231080,2501238
"2267",39,2002,1229014,1179954,2408968
"2268",39,2003,1141771,1101038.5,2242809.5
"2269",39,2004,1059871,1009770,2069641
"2270",39,2005,1010041,966075,1976116
"2271",39,2006,967606,919791,1887397
"2272",39,2007,924787,882213,1807000
"2273",39,2008,930413,888592,1819005
"2274",39,2009,939109,896637,1835746
"2275",39,2010,1032529,997081,2029610
"2276",39,2011,996033,953873,1949906
"2277",39,2012,1034431,982309,2016740
"2278",39,2013,1028639,975983,2004622
"2279",39,2014,1057487,1002043,2059530
"2280",39,2015,1101834,1035658,2137492
"2281",40,1959,863709,542139,1405848
"2282",40,1960,650294.43,414352.03,1064646.46
"2283",40,1961,713652.42,451793.45,1165445.87
"2284",40,1962,693476.53,440278.13,1133754.66
"2285",40,1963,846195.02,498124.52,1344319.54
"2286",40,1964,985622.57,603383.31,1589005.88
"2287",40,1965,1085222.78,708317.92,1793540.7
"2288",40,1966,1103723.47,790722.4,1894445.87
"2289",40,1967,1197850.36,973707.24,2171557.6
"2290",40,1968,1187132.68,1091363.55,2278496.23
"2291",40,1969,1278459.72,1153435.05,2431894.77
"2292",40,1970,1194201,1112970,2307171
"2293",40,1971,1132357,1067387,2199744
"2294",40,1972,966660,938849,1905509
"2295",40,1973,982906,914176,1897082
"2296",40,1974,811109,771403,1582512
"2297",40,1975,807310,768888,1576198
"2298",40,1976,964501,923303,1887804
"2299",40,1977,1101898,1040077,2141975
"2300",40,1978,1268084,1203422,2471506
"2301",40,1979,1265236,1187307,2452543
"2302",40,1980,1247657,1144380,2392037
"2303",40,1981,1056182,1002337,2058519
"2304",40,1982,1008037,944565,1952602
"2305",40,1983,609564,565834,1175398
"2306",40,1984,405790,391818,797608
"2307",40,1985,437460,427611,865071
"2308",40,1986,552065,535754,1087819
"2309",40,1987,905929,881404,1787333
"2310",40,1988,983322,961591,1944913
"2311",40,1989,995118,973909,1969027
"2312",40,1990,1193797,1169121,2362918
"2313",40,1991,1133475,1115858,2249333
"2314",40,1992,1166749,1147070,2313819
"2315",40,1993,1200520,1172298,2372818
"2316",40,1994,1162976,1134108,2297084
"2317",40,1995,1274306.5,1232510,2506816.5
"2318",40,1996,1254952,1215019,2469971
"2319",40,1997,1251993,1207856,2459849
"2320",40,1998,1286319,1245441,2531760
"2321",40,1999,1297194,1246036,2543230
"2322",40,2000,1295578,1245036,2540614
"2323",40,2001,1340481,1298190,2638671
"2324",40,2002,1266131,1214307,2480438
"2325",40,2003,1232277.5,1170770,2403047.5
"2326",40,2004,1141868,1090390,2232258
"2327",40,2005,1056182,996916,2053098
"2328",40,2006,1012027,958116,1970143
"2329",40,2007,963587,908589,1872176
"2330",40,2008,922901,874609,1797510
"2331",40,2009,929757,882424,1812181
"2332",40,2010,938389,891256,1829645
"2333",40,2011,1032619,992068,2024687
"2334",40,2012,995186,949882,1945068
"2335",40,2013,1033674,977754,2011428
"2336",40,2014,1027960,971172,1999132
"2337",40,2015,1056631,995980,2052611
"2338",41,1959,531219,351516,882735
"2339",41,1960,855949.21,536048.92,1391998.13
"2340",41,1961,651601.4,413438.37,1065039.77
"2341",41,1962,705611.7,445290.88,1150902.58
"2342",41,1963,691770.56,438060.06,1129830.62
"2343",41,1964,843363.74,493666.93,1337030.67
"2344",41,1965,980498.24,597562.18,1578060.42
"2345",41,1966,1084715.36,703959.62,1788674.98
"2346",41,1967,1101155.05,783760.16,1884915.21
"2347",41,1968,1188467.29,961211.49,2149678.78
"2348",41,1969,1190375.14,1088232.47,2278607.61
"2349",41,1970,1264784,1135774,2400558
"2350",41,1971,1168701,1099988,2268689
"2351",41,1972,1130019,1057467,2187486
"2352",41,1973,964804,931012,1895816
"2353",41,1974,980049,906453,1886502
"2354",41,1975,809640,764523,1574163
"2355",41,1976,806103,762956,1569059
"2356",41,1977,962396,916343,1878739
"2357",41,1978,1099865,1031517,2131382
"2358",41,1979,1264821,1194189,2459010
"2359",41,1980,1262108,1176368,2438476
"2360",41,1981,1241792,1134144,2375936
"2361",41,1982,1054653,993874,2048527
